ticket_id,customer_id,category,priority,status,created_at,first_response_at,resolved_at,rating,resolution_text,agent_name,channel,is_escalated
TKT-01138,CUST-0470,Billing,high,CLOSED,09/13/2025 00:00Z,16-Sep-2025,2025-09-20T00:00:00,5/5,Bug confirmed in v2.3.1. Hotfix deployed.,Jessica,phone,1
TKT-00759,CUST-0318,integration,crit,CLOSED,"Feb 10, 2024+03:00",,"Feb 11, 2024", 3 ,User error - provided step-by-step guide.,William,email,1
TKT-01723,CUST-0458,security,HIGH,Open,2023/02/05+03:00,"Feb 05, 2023",2023/02/10,,,Jessica,email,N
TKT-00344,CUST-8082,technical,Medium,CLOSED,"Oct 02, 2025Z",2025/10/03,02-Oct-2025,4 stars,Provided documentation link for the integration setup.,John,Email,False
TKT-00076,CUST-0087,,Low,Resolved,2023/11/30,N/A,"Dec 01, 2023", 2 ,,Elizabeth,phone,yes
TKT-00109,CUST-0374,security,critical,resolved,10/05/2024+03:00,N/A,2024-05-10T01:00:00,,Issue resolved by resetting the API key and clearing the cache.,James,phone,True
TKT-01709,CUST-0331,security,medium,escalated,10/03/2023 00:00Z,2023-10-05T00:00:00,03/10/2023,3/5,<div>Fixed the <a href='#'>configuration</a> issue</div>,Mary,in-app,no
TKT-00807,CUST-0160,technical,CRITICAL,in_progress,2024-04-28T00:00:00,28-Apr-2024,"May 08, 2024",three,Network issue on customer side. Confirmed with traceroute.,Sarah,phone,yes
TKT-00011,CUST-0314,feature_request,CRITICAL,open,11/13/2025 00:00+00:00,"Nov 15, 2025",13-Nov-2025, 5 ,Issue resolved by resetting the API key and clearing the cache.,Susan,in-app,False
TKT-01336,CUST-0200,Feature Request,Low,Open,2025/09/08,08/09/2025,"Sep 15, 2025",,Provided documentation link for the integration setup.,Sarah,Email,Y
TKT-01604,CUST-0274,account,high,open,20-Dec-2024+09:00,12/20/2024 00:30,2024-12-27,4.0,,Richard,chat,True
TKT-00625,CUST-0305,TECHNICAL,medium,IN_PROGRESS,"May 11, 2025+03:00",2025/05/11,"May 14, 2025", 4 ,<div>Fixed the <a href='#'>configuration</a> issue</div>,Thomas,email,False
TKT-00542,CUST-0372,,critical,CLOSED,15-Jul-2024+00:00,07-16-2024,18/07/2024,four,,Barbara,email,0
TKT-00244,CUST-0194,ACCOUNT,low,resolved,04-11-2023+00:00,2023-04-11,"Apr 11, 2023", 1 ,<p>Resolved via <b>live chat</b> session.</p>,James,phone,False
TKT-00133,CUST-0208,technical,low,resolved,08/28/2023 00:00+09:00,"Aug 30, 2023",,1,,Barbara,,false
TKT-00895,CUST-0291,account,low,CLOSED,2025-03-04T00:00:00+09:00,2025/03/04,09/03/2025,3,,Richard,Phone,1
TKT-01837,CUST-0263,billing,HIGH,resolved,08-15-2024,17-Aug-2024,15/08/2024,5/5,Escalated to engineering team for further investigation.,Richard,Email,1
TKT-01593,CUST-0274,integration,high,CLOSED,20-Mar-2024+03:00,21/03/2024,30-Mar-2024,N/A,Issue resolved by resetting the API key and clearing the cache.,Michael,Email,1
TKT-00632,CUST-0050,Billing,high,Open,2023-04-18T00:00:00,2023-04-18,"Apr 28, 2023",1.0,User error - provided step-by-step guide.,Richard,Email,False
TKT-01916,CUST-0044,integration,HIGH,closed,2025/09/01-05:00,"Sep 02, 2025",2025/09/02,1,Customer was on an outdated plan. Migrated to current tier.,William,CHAT,yes
TKT-01721,CUST-0153,Integration,medium,escalated,2025-12-29Z,2025/12/29,2026/01/08,3.0,<p>Resolved via <b>live chat</b> session.</p>,,Phone,Y
TKT-00036,CUST-0130,TECHNICAL,crit,IN_PROGRESS,2024-06-06T00:00:00+09:00,06-06-2024,2024/06/06,,Provided documentation link for the integration setup.,Richard,Email,0
TKT-01818,CUST-0255,Feature Request,crit,closed,2023-05-26,2023/05/26,2023-05-26T08:00:00,5 stars,<div>Fixed the <a href='#'>configuration</a> issue</div>,,email,False
TKT-00407,CUST-0054,integration,CRITICAL,escalated,17/09/2025,17/09/2025,2025/09/27,,,Christopher,,True
TKT-00579,CUST-0206,feature_request,HIGH,escalated,"Apr 05, 2023+00:00",04/05/2023 04:00,07-Apr-2023,5 stars,,Richard,phone,0
TKT-00739,CUST-0481,,Low,in_progress,09-15-2025+05:30,18-Sep-2025,,1 stars,,Michael,chat,true
TKT-00704,CUST-0338,feature_request,HIGH,closed,2025-02-01T00:00:00+00:00,02/04/2025 00:00,"Feb 03, 2025",2,,Joseph,Email,0
TKT-01013,CUST-0114,billing,hi,resolved,2025/09/15-05:00,16-Sep-2025,09-15-2025, 4 ,,Patricia,CHAT,yes
TKT-01220,CUST-0059,Integration,Medium,open,2023/09/18,2023-09-21,2023-09-19T00:00:00,N/A,<p>Resolved via <b>live chat</b> session.</p>,Thomas,phone,1
TKT-01496,CUST-0040,Integration,Medium,CLOSED,22-Mar-2023Z,"Mar 22, 2023",03-22-2023,,<p>Resolved via <b>live chat</b> session.</p>,Susan,,True
TKT-01881,CUST-0066,feature_request,HIGH,closed,05-09-2023+03:00,2023-05-10,"May 12, 2023",,Network issue on customer side. Confirmed with traceroute.,Jessica,chat,yes
TKT-00568,CUST-0198,integration,critical,open,14/11/2023+03:00,11/14/2023 01:00,"Nov 14, 2023",N/A,,Michael,chat,no
TKT-00599,CUST-0051,integration,high,resolved,24-Apr-2025-05:00,26/04/2025,2025-04-24,five,Refund processed as per company policy.,William,CHAT,true
TKT-00690,CUST-0239,billing,CRITICAL,Resolved,02/11/2024 00:00+03:00,"Feb 11, 2024",2024/02/11,4/5,,James,phone,false
TKT-01833,CUST-0463,ACCOUNT,HIGH,Resolved,2024/02/15,02-18-2024,N/A,4,,Richard,,1
TKT-00090,CUST-8412,,high,resolved,08/04/2025+09:00,2025-04-09,04-08-2025,four,,Christopher,CHAT,False
TKT-00492,CUST-0273,Feature Request,HIGH,IN_PROGRESS,2024-09-26T00:00:00-05:00,2024-09-26T00:30:00,2024/10/03,4/5,<div>Fixed the <a href='#'>configuration</a> issue</div>,Barbara,phone,false
TKT-00563,CUST-0432,Billing,hi,escalated,10/02/2024+03:00,,20/02/2024,4,,Thomas,,N
TKT-01884,CUST-0379,Integration,high,escalated,22/05/2024-05:00,2024/05/22,"May 24, 2024",,,Jessica,in-app,false
TKT-01011,CUST-0113,Feature Request,Medium,Open,2024-06-12+00:00,2024/06/13,"Jun 13, 2024",1/5,Customer was on an outdated plan. Migrated to current tier.,Mary,Email,0
TKT-01904,CUST-0183,Billing,CRITICAL,Resolved,29-Apr-2025-05:00,29-Apr-2025,"May 06, 2025",N/A,Issue resolved by resetting the API key and clearing the cache.,Patricia,CHAT,false
TKT-01492,CUST-0020,security,med,Open,2023-04-26T00:00:00+05:30,26-Apr-2023,06-May-2023,five,,Elizabeth,,0
TKT-01828,CUST-0385,security,HIGH,Resolved,2024-01-22T00:00:00+05:30,01/23/2024 00:00,25/01/2024,2.0,,David,chat,True
TKT-00278,CUST-0097,TECHNICAL,Low,closed,2025-05-22,05/22/2025 00:30,N/A,,,Barbara,,True
TKT-01913,CUST-0340,Billing,HIGH,Resolved,2024-09-18,18/09/2024,null,four,,,chat,1
TKT-00946,CUST-0216,billing,CRITICAL,open,08/06/2023-08:00,08/06/2023,06/08/2023 04:00,four,Bug confirmed in v2.3.1. Hotfix deployed.,Joseph,in-app,0
TKT-01263,CUST-0338,TECHNICAL,hi,CLOSED,29-Jun-2025Z,2025/06/29,06/29/2025 02:00,2.0,Bug confirmed in v2.3.1. Hotfix deployed.,Richard,in-app,False
TKT-00656,CUST-0195,,crit,closed,17/01/2025-05:00,2025/01/20,"Jan 17, 2025",N/A,,Joseph,chat,yes
TKT-01308,CUST-0446,Integration,critical,in_progress,2024-03-20+09:00,20/03/2024,2024-03-20,4.0,Provided documentation link for the integration setup.,Patricia,phone,True
TKT-01292,CUST-0006,TECHNICAL,high,Resolved,2024-03-19T00:00:00+05:30,03/19/2024 00:30,19-Mar-2024, 5 ,Escalated to engineering team for further investigation.,Mary,in-app,yes
TKT-00304,CUST-0239,Integration,hi,Resolved,2024-10-17,17/10/2024,17/10/2024,,<div>Fixed the <a href='#'>configuration</a> issue</div>,James,Phone,true
TKT-00141,CUST-0099,security,hi,closed,08-23-2023,08/23/2023 01:00,08/23/2023 12:00,,<div>Fixed the <a href='#'>configuration</a> issue</div>,David,email,1
TKT-01443,CUST-0246,billing,critical,escalated,01-18-2023,2023/01/18,21/01/2023,5/5,<p>Resolved via <b>live chat</b> session.</p>,Jennifer,,True
TKT-01993,CUST-0234,Feature Request,Medium,Resolved,16/06/2024Z,2024-06-18,06-18-2024,five,Customer was on an outdated plan. Migrated to current tier.,Thomas,Email,false
TKT-00445,CUST-0430,ACCOUNT,critical,in_progress,01-Oct-2023+00:00,,2023-10-11,3,User error - provided step-by-step guide.,Barbara,phone,0
TKT-01663,CUST-0241,Feature Request,low,in_progress,2025/09/14+09:00,15-Sep-2025,2025/09/14,,<div>Fixed the <a href='#'>configuration</a> issue</div>,Jennifer,,1
TKT-00087,CUST-0482,Feature Request,medium,escalated,29-Oct-2024,2024-10-29,08-Nov-2024,5,User error - provided step-by-step guide.,Christopher,phone,Y
TKT-00423,CUST-0049,Integration,hi,CLOSED,2023-04-03+03:00,,04/03/2023 12:00,5/5,<p>Resolved via <b>live chat</b> session.</p>,David,email,0
TKT-01667,CUST-0359,account,hi,escalated,04/22/2025 00:00-08:00,2025-04-23,"Apr 25, 2025",,Bug confirmed in v2.3.1. Hotfix deployed.,Mary,in-app,0
TKT-00645,CUST-0360,feature_request,crit,escalated,2024-02-12T00:00:00,12-Feb-2024,02/22/2024 00:00,,User error - provided step-by-step guide.,James,Email,True
TKT-01815,CUST-0087,account,Low,Open,10/01/2025 00:00+00:00,10/01/2025 12:00,10/01/2025 12:00,5/5,<p>Resolved via <b>live chat</b> session.</p>,Linda,Email,Y
TKT-01201,CUST-0413,Integration,hi,in_progress,03/22/2024 00:00+05:30,2024-03-22,"Mar 24, 2024",3 stars,Issue resolved by resetting the API key and clearing the cache.,Karen,in-app,0
TKT-01229,CUST-0432,security,med,Resolved,17-Nov-2025+09:00,17/11/2025,2025-11-20,,<div>Fixed the <a href='#'>configuration</a> issue</div>,Susan,,True
TKT-01155,CUST-0042,security,Medium,open,2024-03-24+00:00,"Mar 24, 2024",,3,,Karen,chat,0
TKT-00271,CUST-0093,security,HIGH,Open,18-Feb-2024-05:00,2024-02-21T00:00:00,02-23-2024,N/A,,Richard,Phone,yes
TKT-01809,CUST-0199,security,Medium,closed,08/09/2025+00:00,2025/09/08,09-18-2025,5 stars,Issue resolved by resetting the API key and clearing the cache.,William,phone,1
TKT-00331,CUST-0237,technical,Low,closed,08-03-2025,2025/08/03,2025/08/13, 3 ,Refund processed as per company policy.,Robert,email,False
TKT-00881,CUST-0100,TECHNICAL,Low,IN_PROGRESS,2024-12-24T00:00:00+00:00,,12-24-2024,5 stars,Provided documentation link for the integration setup.,Robert,Phone,0
TKT-00551,CUST-0112,,medium,Resolved,2025/06/08-08:00,2025-06-09,06-08-2025,5 stars,,Mary,CHAT,no
TKT-01680,CUST-0058,TECHNICAL,Low,closed,2023/01/03+09:00,01/04/2023 00:00,01/10/2023 00:00,4,Refund processed as per company policy.,Susan,Email,true
TKT-00232,CUST-0416,Billing,high,in_progress,2024-12-08Z,2024-12-10T00:00:00,"Dec 13, 2024",1.0,Issue resolved by resetting the API key and clearing the cache.,Susan,phone,yes
TKT-00900,CUST-0119,account,med,CLOSED,09/13/2023 00:00,14-Sep-2023,,5.0,Network issue on customer side. Confirmed with traceroute.,Linda,Phone,True
TKT-01908,CUST-0135,integration,high,escalated,2023/01/19,2023-01-20T00:00:00,2023-01-19T02:00:00, 2 ,,John,phone,N
TKT-01507,CUST-0122,integration,Low,CLOSED,12/31/2024 00:00+03:00,2025-01-01T00:00:00,,N/A,,Karen,email,1
TKT-01831,CUST-0047,Integration,med,in_progress,12/18/2023 00:00+09:00,18/12/2023,2023-12-18T02:00:00,,Provided documentation link for the integration setup.,,,0
TKT-01726,CUST-0093,Integration,CRITICAL,closed,2025-07-24T00:00:00Z,2025/07/24,26-Jul-2025,2,Issue resolved by resetting the API key and clearing the cache.,Karen,Email,1
TKT-01976,CUST-8317,security,Low,open,09-15-2025,"Sep 17, 2025",09-15-2025,4.0,Issue resolved by resetting the API key and clearing the cache.,Patricia,CHAT,False
TKT-01199,CUST-0107,Feature Request,CRITICAL,CLOSED,2024-10-27T00:00:00-08:00,2024-10-27T00:30:00,06-Nov-2024,,Refund processed as per company policy.,Jessica,email,Y
TKT-00216,CUST-0005,TECHNICAL,crit,Open,2025-02-19T00:00:00+00:00,"Feb 19, 2025","Feb 19, 2025",4 stars,,John,CHAT,0
TKT-00172,CUST-0048,Feature Request,Medium,Open,2023-10-23T00:00:00,,"Oct 26, 2023",5 stars,,Susan,chat,0
TKT-01125,CUST-0074,,high,open,"Aug 01, 2024Z",08/01/2024 04:00,"Aug 11, 2024",5,Bug confirmed in v2.3.1. Hotfix deployed.,John,,yes
TKT-01304,CUST-0034,Feature Request,low,CLOSED,2023-03-19T00:00:00Z,"Mar 19, 2023",2023-03-29T00:00:00,2.0,,Richard,CHAT,True
TKT-00066,CUST-0090,,crit,CLOSED,2024-01-07+03:00,,"Jan 07, 2024",,,Mary,Phone,False
TKT-00039,CUST-0259,integration,crit,Open,2023/10/31-08:00,,31/10/2023,three,Provided documentation link for the integration setup.,William,phone,False
TKT-00503,CUST-8371,billing,critical,Open,"Feb 24, 2023",2023-02-24T12:00:00,2023-03-06,1,<p>Resolved via <b>live chat</b> session.</p>,Sarah,phone,true
TKT-01670,CUST-0191,TECHNICAL,medium,resolved,2023/01/27+09:00,,2023-02-01,4,Refund processed as per company policy.,Richard,CHAT,N
TKT-00212,CUST-0171,Feature Request,CRITICAL,open,10-26-2025+00:00,28/10/2025,10-31-2025,5/5,,Elizabeth,chat,N
TKT-01757,CUST-0401,technical,medium,closed,04/12/2023 00:00-08:00,2023/04/12,"Apr 17, 2023",,Escalated to engineering team for further investigation.,Thomas,chat,true
TKT-01172,CUST-0091,ACCOUNT,critical,Resolved,09/12/2023-05:00,12/12/2023,2023-12-09,5 stars,,Jennifer,Phone,True
TKT-00713,CUST-0300,feature_request,CRITICAL,escalated,2024-07-10T00:00:00,2024-07-10T08:00:00,2024/07/10,2,User error - provided step-by-step guide.,Jennifer,email,yes
TKT-00800,CUST-0095,security,crit,CLOSED,17/06/2025,2025-06-20T00:00:00,06-27-2025,three,Bug confirmed in v2.3.1. Hotfix deployed.,Thomas,phone,Y
TKT-01698,CUST-0309,billing,HIGH,Open,12/08/2023 00:00,12-08-2023,2023/12/08,2,Network issue on customer side. Confirmed with traceroute.,,Email,yes
TKT-00330,CUST-0179,integration,hi,in_progress,2023/05/04,2023-05-07T00:00:00,2023-05-05T00:00:00,1 stars,Issue resolved by resetting the API key and clearing the cache.,Richard,Email,False
TKT-01834,CUST-0472,billing,medium,in_progress,2025-12-18-08:00,"Dec 19, 2025",12/23/2025 00:00,five,Escalated to engineering team for further investigation.,Robert,phone,True
TKT-00085,CUST-0075,Billing,high,resolved,08-20-2023-05:00,08-20-2023,2023-08-23,,,Thomas,CHAT,1
TKT-00494,CUST-0349,feature_request,high,Resolved,21/03/2023+09:00,03/21/2023 01:00,2023-03-28,,Refund processed as per company policy.,Jessica,chat,1
TKT-00597,CUST-0333,technical,medium,closed,"May 06, 2025",,null, 5 ,Escalated to engineering team for further investigation.,John,,yes
TKT-01849,CUST-0330,feature_request,med,IN_PROGRESS,09-Mar-2024,N/A,09-Mar-2024,N/A,,Thomas,CHAT,False
TKT-01265,CUST-0420,technical,med,resolved,12/23/2025 00:00+03:00,,2025-12-30,4,,John,email,no
TKT-00701,CUST-0239,billing,high,IN_PROGRESS,30-Jul-2024,2024-08-01T00:00:00,31/07/2024,4,,Elizabeth,,False
TKT-01461,CUST-0104,technical,Medium,escalated,24-Dec-2023,2023-12-24,2023-12-29,5 stars,User error - provided step-by-step guide.,Susan,,false
TKT-00297,CUST-0463,TECHNICAL,CRITICAL,closed,12/19/2025 00:00+05:30,2025/12/19,20/12/2025,N/A,Network issue on customer side. Confirmed with traceroute.,,Email,True
TKT-00063,CUST-0327,integration,medium,IN_PROGRESS,04/09/2025 00:00-05:00,04/09/2025 02:00,N/A, 5 ,Refund processed as per company policy.,Sarah,Email,no
TKT-00435,CUST-0075,TECHNICAL,high,Open,"Nov 21, 2025-08:00",,2025-11-26T00:00:00,4.0,<div>Fixed the <a href='#'>configuration</a> issue</div>,Thomas,CHAT,Y
TKT-01277,CUST-0253,TECHNICAL,medium,CLOSED,"Nov 29, 2023+03:00",11-29-2023,2023-12-09,four,<div>Fixed the <a href='#'>configuration</a> issue</div>,Patricia,,True
TKT-00287,CUST-0255,TECHNICAL,CRITICAL,IN_PROGRESS,2024-12-03T00:00:00-05:00,N/A,2024-12-03,,Issue resolved by resetting the API key and clearing the cache.,Jennifer,phone,False
TKT-01166,CUST-0371,feature_request,high,closed,02-13-2023+09:00,N/A,13/02/2023,3.0,Escalated to engineering team for further investigation.,Patricia,Email,true
TKT-01851,CUST-0335,,Low,closed,05/29/2024 00:00+00:00,"May 29, 2024",N/A, 4 ,Escalated to engineering team for further investigation.,,,False
TKT-01157,CUST-0085,technical,CRITICAL,closed,02-Sep-2024-05:00,,2024-09-02,5,User error - provided step-by-step guide.,John,phone,false
TKT-00241,CUST-0347,ACCOUNT,med,closed,2024-12-24,"Dec 24, 2024",2024-12-24T02:00:00,5/5,Refund processed as per company policy.,Richard,in-app,true
TKT-00417,CUST-0415,Billing,high,CLOSED,08/27/2024 00:00,"Aug 28, 2024",29-Aug-2024,5.0,Escalated to engineering team for further investigation.,Jessica,in-app,1
TKT-00485,CUST-0290,security,hi,Resolved,2024-05-26T00:00:00-08:00,26/05/2024,null,3,Bug confirmed in v2.3.1. Hotfix deployed.,David,Email,no
TKT-00708,CUST-0153,Integration,Low,open,04-Jan-2025+00:00,01/04/2025 04:00,2025-01-06,N/A,Bug confirmed in v2.3.1. Hotfix deployed.,,in-app,Y
TKT-01320,CUST-0424,,CRITICAL,CLOSED,"Mar 18, 2023+03:00",2023-03-18,03-19-2023, 1 ,,Sarah,,true
TKT-00539,CUST-0259,security,low,resolved,12-Jun-2025,,2025/06/12,five,Network issue on customer side. Confirmed with traceroute.,Barbara,Email,Y
TKT-00006,CUST-8714,ACCOUNT,hi,CLOSED,05-May-2025-05:00,05/05/2025,2025-05-15T00:00:00, 3 ,,Elizabeth,chat,True
TKT-00515,CUST-0324,integration,low,closed,2024/06/22,2024-06-24T00:00:00,22/06/2024,5 stars,,David,in-app,1
TKT-01363,CUST-0147,integration,low,resolved,2025-02-27T00:00:00Z,2025/02/27,"Mar 06, 2025",4,<div>Fixed the <a href='#'>configuration</a> issue</div>,Jennifer,Phone,1
TKT-00430,CUST-0260,ACCOUNT,low,escalated,2023-02-17T00:00:00-05:00,"Feb 18, 2023",2023-02-19,five,,Susan,,0
TKT-01079,CUST-0408,billing,crit,CLOSED,23/11/2024-05:00,2024-11-23,,2 stars,,Robert,email,1
TKT-00882,CUST-0417,ACCOUNT,high,escalated,02/07/2024Z,07-02-2024,"Jul 04, 2024",4.0,Refund processed as per company policy.,Jessica,phone,True
TKT-01000,CUST-0291,account,low,open,"Dec 15, 2023+09:00",15/12/2023,15-Dec-2023,5.0,,Sarah,chat,0
TKT-01216,CUST-0448,security,med,in_progress,2023/12/29+03:00,,"Dec 29, 2023",5.0,,Robert,Email,False
TKT-01037,CUST-0093,Integration,crit,IN_PROGRESS,06-08-2024,09/06/2024,null,N/A,Issue resolved by resetting the API key and clearing the cache.,James,,false
TKT-00823,CUST-0440,account,critical,Open,02-Aug-2025+09:00,,08-02-2025,,Escalated to engineering team for further investigation.,Mary,chat,0
TKT-00209,CUST-0175,Integration,HIGH,escalated,02/07/2023 00:00+05:30,02/10/2023 00:00,2023-02-07T02:00:00, 4 ,Provided documentation link for the integration setup.,Barbara,phone,False
TKT-00222,CUST-0437,feature_request,HIGH,resolved,09/01/2025 00:00+09:00,,2025-09-03T00:00:00, 3 ,User error - provided step-by-step guide.,Sarah,chat,no
TKT-00540,CUST-0465,Billing,HIGH,IN_PROGRESS,2025-11-21,11-22-2025,12/01/2025 00:00,4/5,,Robert,email,0
TKT-00223,CUST-0073,TECHNICAL,medium,Resolved,05-17-2023Z,17-May-2023,2023-05-22T00:00:00, 3 ,<p>Resolved via <b>live chat</b> session.</p>,James,phone,true
TKT-01602,CUST-0463,ACCOUNT,critical,escalated,"Sep 09, 2024+09:00",2024-09-11T00:00:00,N/A,5/5,Bug confirmed in v2.3.1. Hotfix deployed.,John,Email,1
TKT-01994,CUST-0167,feature_request,Medium,open,"Jun 21, 2025+05:30",06/24/2025 00:00,, 4 ,,Elizabeth,email,no
TKT-00614,CUST-8164,billing,med,in_progress,01-16-2025-08:00,01/16/2025 08:00,2025-01-16T12:00:00,2,,Linda,in-app,1
TKT-00765,CUST-0044,Feature Request,HIGH,closed,"May 08, 2024",08/05/2024,15/05/2024, 5 ,Bug confirmed in v2.3.1. Hotfix deployed.,Sarah,Email,yes
TKT-01071,CUST-0453,security,med,resolved,25-Apr-2023+00:00,04-28-2023,05/05/2023,N/A,Customer was on an outdated plan. Migrated to current tier.,Patricia,phone,Y
TKT-01649,CUST-0300,feature_request,crit,closed,11-24-2024+05:30,2024-11-27T00:00:00,24-Nov-2024,3/5,Provided documentation link for the integration setup.,,email,False
TKT-01798,CUST-0033,feature_request,hi,resolved,03-Jul-2025+09:00,2025-07-03,07-03-2025,3,Provided documentation link for the integration setup.,Karen,Phone,true
TKT-01430,CUST-0004,feature_request,hi,resolved,04/07/2024 00:00Z,2024-04-10T00:00:00,04-12-2024,,Escalated to engineering team for further investigation.,Elizabeth,email,True
TKT-00981,CUST-0491,,low,resolved,01-27-2024+09:00,"Jan 27, 2024",2024-01-27T01:00:00,,User error - provided step-by-step guide.,,CHAT,0
TKT-00328,CUST-0029,feature_request,hi,CLOSED,11/01/2024+05:30,01-11-2024,2024-01-16,,Bug confirmed in v2.3.1. Hotfix deployed.,Barbara,,False
TKT-00125,CUST-0154,,CRITICAL,resolved,10-23-2024,2024-10-23,10-23-2024, 5 ,User error - provided step-by-step guide.,Karen,Phone,true
TKT-01210,CUST-0107,ACCOUNT,hi,CLOSED,2023/09/27+03:00,09-30-2023,10-04-2023, 2 ,User error - provided step-by-step guide.,James,CHAT,False
TKT-01494,CUST-0261,feature_request,CRITICAL,Resolved,13-Dec-2023+05:30,2023-12-13,13/12/2023,1,,Linda,CHAT,False
TKT-00318,CUST-0377,billing,Medium,resolved,26/10/2024+09:00,N/A,10/28/2024 00:00, 2 ,Network issue on customer side. Confirmed with traceroute.,Linda,chat,True
TKT-01435,CUST-8479,Feature Request,Low,escalated,26/04/2024+00:00,2024/04/26,2024-05-01T00:00:00,,Network issue on customer side. Confirmed with traceroute.,,phone,0
TKT-01200,CUST-0307,account,low,closed,2024-04-24T00:00:00,04/24/2024 04:00,"May 01, 2024",5.0,<div>Fixed the <a href='#'>configuration</a> issue</div>,James,Email,1
TKT-00443,CUST-0168,,Low,IN_PROGRESS,26-Oct-2023+09:00,29-Oct-2023,2023/11/05,,,,chat,True
TKT-01256,CUST-0351,,hi,closed,2023-01-19T00:00:00-05:00,2023-01-22T00:00:00,2023-01-19T12:00:00,1,Network issue on customer side. Confirmed with traceroute.,James,in-app,0
TKT-00537,CUST-0115,security,CRITICAL,IN_PROGRESS,01/06/2024+05:30,2024-06-03T00:00:00,2024-06-08,,Provided documentation link for the integration setup.,James,,Y
TKT-00835,CUST-0106,Feature Request,hi,Resolved,2025/05/09+00:00,2025/05/09,05/09/2025 12:00,,,Elizabeth,phone,1
TKT-01022,CUST-0021,Billing,Low,resolved,2025-08-21+03:00,21-Aug-2025,"Aug 21, 2025",5/5,Bug confirmed in v2.3.1. Hotfix deployed.,Susan,email,Y
TKT-00127,CUST-0184,integration,critical,escalated,2023-07-11T00:00:00-08:00,2023-07-12,07/12/2023 00:00,N/A,Provided documentation link for the integration setup.,Patricia,chat,1
TKT-00764,CUST-8736,integration,low,closed,2025/02/07,2025-02-09T00:00:00,07-Feb-2025, 4 ,Network issue on customer side. Confirmed with traceroute.,Joseph,in-app,yes
TKT-00875,CUST-0086,ACCOUNT,low,open,12/29/2025 00:00,"Dec 29, 2025",2026-01-01T00:00:00,4 stars,<div>Fixed the <a href='#'>configuration</a> issue</div>,William,CHAT,True
TKT-01761,CUST-0160,Feature Request,crit,escalated,08/17/2023 00:00,2023/08/17,,N/A,Escalated to engineering team for further investigation.,Thomas,,0
TKT-01887,CUST-0267,Billing,Low,Resolved,18/07/2023,07/19/2023 00:00,07-23-2023,,Provided documentation link for the integration setup.,,in-app,yes
TKT-00929,CUST-0126,feature_request,hi,in_progress,11-23-2025,11-23-2025,2025-12-03,,Bug confirmed in v2.3.1. Hotfix deployed.,David,email,False
TKT-00432,CUST-0043,Feature Request,high,Open,"Mar 16, 2023+05:30",2023/03/16,"Mar 23, 2023",5 stars,Escalated to engineering team for further investigation.,Jennifer,chat,Y
TKT-01909,CUST-0090,Integration,CRITICAL,IN_PROGRESS,2025-05-19-05:00,19-May-2025,05-20-2025,3/5,Customer was on an outdated plan. Migrated to current tier.,James,CHAT,1
TKT-01579,CUST-0391,Integration,low,CLOSED,15-Jul-2023+09:00,,"Jul 20, 2023",3,Customer was on an outdated plan. Migrated to current tier.,Patricia,Email,false
TKT-00780,CUST-0263,Integration,Medium,Open,05/11/2025 00:00+03:00,2025/05/11,"May 21, 2025",4.0,<div>Fixed the <a href='#'>configuration</a> issue</div>,Elizabeth,chat,N
TKT-01479,CUST-0161,Integration,high,closed,08-23-2025Z,"Aug 25, 2025",09-02-2025,one,User error - provided step-by-step guide.,Elizabeth,,False
TKT-01515,CUST-0292,security,hi,CLOSED,11-17-2024-05:00,2024/11/17,"Nov 27, 2024",3 stars,Bug confirmed in v2.3.1. Hotfix deployed.,Christopher,Email,0
TKT-01211,CUST-0267,technical,CRITICAL,open,2024-08-17+09:00,2024-08-17T01:00:00,08-18-2024,3/5,Issue resolved by resetting the API key and clearing the cache.,Elizabeth,CHAT,False
TKT-00628,CUST-0385,Feature Request,high,Resolved,2023-11-15T00:00:00+03:00,2023-11-16,11-20-2023,N/A,Provided documentation link for the integration setup.,Thomas,email,1
TKT-01348,CUST-0368,feature_request,critical,CLOSED,10-Jan-2025-05:00,01-10-2025,01/13/2025 00:00,5.0,<div>Fixed the <a href='#'>configuration</a> issue</div>,Linda,email,0
TKT-00930,CUST-0202,ACCOUNT,high,Resolved,"May 04, 2025",04/05/2025,09-May-2025,3,Network issue on customer side. Confirmed with traceroute.,Susan,chat,1
TKT-00527,CUST-0493,Integration,high,open,2025-11-18+03:00,N/A,,,,Elizabeth,CHAT,False
TKT-01414,CUST-8067,security,hi,open,18-Feb-2024-05:00,18/02/2024,25/02/2024,4.0,Escalated to engineering team for further investigation.,John,CHAT,1
TKT-00221,CUST-0148,,low,closed,2025-06-05T00:00:00,2025/06/06,2025/06/05,five,<p>Resolved via <b>live chat</b> session.</p>,Barbara,email,True
TKT-01371,CUST-0091,Integration,high,closed,"Sep 13, 2024Z",09-16-2024,, 5 ,Provided documentation link for the integration setup.,James,CHAT,True
TKT-01040,CUST-0120,technical,hi,resolved,2023-04-10+00:00,04-10-2023,,,Refund processed as per company policy.,,Phone,1
TKT-01322,CUST-0105,technical,CRITICAL,escalated,09-Oct-2025+05:30,N/A,"Oct 09, 2025", 3 ,<div>Fixed the <a href='#'>configuration</a> issue</div>,Elizabeth,Email,false
TKT-00548,CUST-0495,billing,HIGH,in_progress,2024-06-10-05:00,13-Jun-2024,2024/06/12,5.0,<div>Fixed the <a href='#'>configuration</a> issue</div>,,email,N
